,DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Bayes Classification
20814,BROADWAY FISH MARKET,less wealthy,11103,Seafood,8/26/19,10B,N,1,8/26/19,40.75591092,-73.91251659,401,26,16100,4013642,4007340038,QN70,1
20815,KING DUMPLINGS,wealthier,10002,Chinese,7/26/19,06F,Y,1,7/26/19,40.71609273,-73.99159131,103,1,1600,1003861,1002990018,MN27,1
20816,NEW WIN SHING,less wealthy,11103,Chinese,6/21/19,10F,N,1,6/21/19,40.75591643,-73.91253102,401,26,16100,4013641,4007340037,QN70,1
20817,QUINOA,less wealthy,11211,Other,5/30/19,06E,Y,1,5/30/19,40.71408566,-73.96154338,301,34,55100,3062784,3023930002,BK73,1
20818,THE HEADLESS WIDOW,wealthier,10003,American,11/15/19,06D,Y,0,11/15/19,40.72648115,-73.98610959,103,2,3800,1083485,1004480034,MN22,0
20819,BAR MERIDIAN,less wealthy,11238,American,12/28/19,02G,Y,1,12/28/19,40.67641138,-73.96297121,308,35,20500,3425633,3011617501,BK64,1
20820,FORT WASHINGTON PUBLIC HOUSE/BROADWAY SLICE,wealthier,10032,American,9/19/19,02B,Y,1,9/19/19,40.83905668,-73.94120702,112,7,24500,1062928,1021220077,MN36,1
20821,HEMO'S SPOT 3,less wealthy,10462,"Juice, Smoothies, Fruit Salads",8/5/19,06C,Y,0,8/5/19,40.84534439,-73.86554903,211,15,23200,2043478,2040500001,BX37,0
20822,MANGO MANGO DESSERT,less wealthy,11373,"Ice Cream, Gelato, Yogurt, Ices",1/17/20,06D,Y,1,1/17/20,40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29,1
20823,OCHI JERK PLACE,less wealthy,11434,Caribbean,1/9/20,10F,N,1,1/9/20,40.68185764,-73.76609459,412,27,33401,4270272,4125260001,QN08,1
20824,LOKANTA,less wealthy,11106,Turkish,12/19/19,10H,N,1,12/19/19,40.76185954,-73.92517922,401,22,5900,4008260,4006110039,QN70,1
20825,TAIWANESE HOTPOT #18,less wealthy,11354,Chinese,6/5/19,02B,Y,1,6/5/19,40.758502,-73.83324181,407,20,87100,4112276,4049730016,QN22,1
20826,Flour and Oak,wealthier,10301,Pizza,11/14/19,06E,Y,1,11/14/19,40.63732335,-74.07541923,501,49,2100,5013238,5004970009,SI37,1
20827,LITE BITES CAFE & GRILL,less wealthy,11103,American,8/29/19,10B,N,1,8/29/19,40.7594479,-73.91859426,401,22,15500,4011097,4006780007,QN70,1
20828,16 HANDLES,wealthier,10016,"Ice Cream, Gelato, Yogurt, Ices",4/22/19,08A,N,1,4/22/19,40.743050399999994,-73.98008304,106,2,7200,1018264,1008850048,MN20,1
20829,THE DRUG STORE HUDSON YARDS,wealthier,10001,Other,8/8/19,10J,N,1,8/8/19,40.75398451,-73.99983036,104,3,9900,1088961,1007027501,MN13,1
20830,GETAWAY,less wealthy,11222,Café/Coffee/Tea,11/14/19,06D,Y,1,11/14/19,40.7336537,-73.95558559,301,33,56300,3064144,3025220040,BK76,1
20831,TOP CAFE TIBET,less wealthy,11226,Indonesian,12/12/19,02H,Y,1,12/12/19,40.64134444,-73.96410416,314,40,52000,3118710,3051580003,BK42,1
20832,RICHIE RICH CARIBBEAN TASTE,less wealthy,10470,Caribbean,11/4/19,10F,N,1,11/4/19,40.90467672,-73.84966659,212,11,44200,2071868,2051130027,BX62,1
20833,MATSU SUSHI,wealthier,10021,Japanese,4/23/19,04L,Y,1,4/23/19,40.76628375,-73.95645182,108,5,12400,1045812,1014650009,MN31,1
20834,USAGINY,less wealthy,11201,Japanese,1/16/20,06F,Y,1,1/16/20,40.70376827,-73.98681404,302,33,2100,3000010,3000190001,BK38,1
20835,DAN AND JOHN'S WINGS,wealthier,10016,American,1/16/20,10B,N,1,1/16/20,40.74348127,-73.97974368,106,2,7000,1019947,1009110001,MN20,1
20836,MAHARAJA PALACE,wealthier,10026,Indian,7/12/19,08A,N,0,7/12/19,40.80326371,-73.95622164,110,9,20102,1055834,1018480013,MN11,0
20837,MR WONTON CHINESE RESTAURANT,less wealthy,11104,Chinese,8/26/19,10F,N,1,8/26/19,40.74335111,-73.92034984,402,26,18300,4001919,4001617501,QN31,1
20838,PAPA JOHNS,less wealthy,11427,Pizza,1/7/20,10F,N,1,1/7/20,40.71882627,-73.75776091,413,23,49200,4225425,4105710035,QN06,1
20839,PAPA JOHN'S,less wealthy,11417,Pizza,5/30/19,06D,Y,1,5/30/19,40.68055988,-73.84382825,410,32,4002,4438520,4091180107,QN56,1
20840,PAPA JOHN'S,less wealthy,11211,Pizza,11/12/19,10A,N,1,11/12/19,40.71124494,-73.94792473,301,34,50300,3069532,3027860020,BK90,1
20841,AIYARA THAI,wealthier,10018,Thai,7/17/19,10H,N,1,7/17/19,40.75515642,-73.99500090000001,104,3,11100,1013609,1007600074,MN13,1
20842,TIPSY SCOOP BROOKLYN,less wealthy,11211,"Ice Cream, Gelato, Yogurt, Ices",6/4/19,06C,Y,1,6/4/19,40.71470763,-73.95841553,301,34,51900,3330000,3023670007,BK73,1
20843,DARIO THE BAKER PIZZERIA,wealthier,10314,Pizza,11/21/19,10B,N,1,11/21/19,40.58730947,-74.19810942,502,50,29102,5095355,5026610004,SI05,1
20844,Dumpling D'or,less wealthy,11101,Chinese,10/3/19,06C,Y,1,10/3/19,40.75079582,-73.9398704,401,26,3300,4005006,4004150004,QN68,1
20845,PLAY DATE CAFE BAYSIDE,less wealthy,11361,American,11/26/19,04A,Y,1,11/26/19,40.767491899999996,-73.77996609,411,19,109700,4135652,4060970028,QN46,1
20846,3 MEALS WEST INDIAN RESTAURANT,less wealthy,11233,Caribbean,4/30/19,09C,N,1,4/30/19,40.67014988,-73.92301505,308,41,35900,3036929,3013810050,BK61,1
20847,MEXICAN CANTINA,wealthier,10314,Mexican,6/6/19,02G,Y,1,6/6/19,40.61312666,-74.12170309,501,49,16901,5017874,5007070010,SI07,1
20848,MAISON YAKI,less wealthy,11238,French,6/22/19,10H,N,1,6/22/19,40.67743147,-73.96895173,308,35,16300,3028740,3011580045,BK64,1
20849,LUNA'S KITCHEN AND BAR,less wealthy,11372,Mexican,12/19/19,10H,N,1,12/19/19,40.74713434,-73.88852816,404,25,26700,4036779,4014880001,QN29,1
20850,JANG BAK BBQ,less wealthy,11354,Korean,1/8/20,09B,N,0,1/8/20,40.76346235,-73.8280455,407,20,86900,4112356,4049770054,QN22,0
20851,LA GATA GOLOSA,less wealthy,11106,Spanish,5/15/19,06C,Y,1,5/15/19,40.76223059,-73.92596575,401,22,5900,4430913,4005870034,QN70,1
20852,SALIM KENNEDY FRIED CHICKEN,less wealthy,11432,Bangladeshi,9/30/19,08A,N,0,9/30/19,40.70957152,-73.79619469,412,27,46000,4210082,4098180062,QN61,0
20853,MARIA PIA,wealthier,10019,Italian,8/14/19,06C,Y,0,8/14/19,40.76323354,-73.98639791,104,3,13300,1025209,1010420022,MN15,0
20854,AMELIA GRILL BURRITO,less wealthy,11211,Mexican,11/18/19,10J,N,1,11/18/19,40.71438123,-73.94581564,301,34,49700,3322920,3027640006,BK90,1
20855,GAI CHICKEN & RICE,wealthier,10017,Asian,7/29/19,02B,Y,1,7/29/19,40.7530346,-73.97389724,106,4,9200,1036180,1012990040,MN19,1
20856,BAR STANLEY/ZODIAC,wealthier,10001,American,7/25/19,06C,Y,0,7/25/19,40.75398451,-73.99983036,104,3,9900,1088961,1007027501,MN13,0
20857,POPEYES,wealthier,10025,Chicken,11/26/19,02B,Y,1,11/26/19,40.79381857,-73.97237878,107,6,18300,1033685,1012420041,MN12,1
20858,NINJA SUSHI,less wealthy,11214,Japanese,11/25/19,04L,Y,0,11/25/19,40.60081756,-73.9920128,311,47,29600,3167176,3063830043,BK28,0
20859,KENNDY FRIED CHICKEN,less wealthy,10454,American,12/19/19,10B,N,1,12/19/19,40.80952044,-73.92256785,201,8,3900,2092092,2022830001,BX39,1
20860,ELA TAVERNA,less wealthy,11249,Greek,11/7/19,04H,Y,1,11/7/19,40.71910478,-73.95851379,301,33,55700,3324819,3023180017,BK73,1
20861,PEASANT STOCK,wealthier,10002,Soups,5/14/19,10F,N,1,5/14/19,40.71814005,-73.98840207,103,1,1800,1000000,1003527501,MN27,1
20862,TRIPLE RED,less wealthy,11214,Asian,1/6/20,10B,N,1,1/6/20,40.60296692,-73.99557773,311,47,29000,3167001,3063780044,BK28,1
20863,MANNA WEST INDIAN AND AMERICAN CUISINE BAKERY,less wealthy,11212,Caribbean,12/24/19,06A,Y,1,12/24/19,40.65690536,-73.91394079999999,317,42,89000,3102745,3046940078,BK96,1
20864,BAKU NIGHTS,less wealthy,11223,Turkish,6/24/19,10F,N,1,6/24/19,40.59799872,-73.96385028,315,47,39200,3193087,3071340005,BK25,1
20865,FORTUNE CAFE AND BAKERY,less wealthy,11218,Turkish,8/20/19,02H,Y,1,8/20/19,40.63201222,-73.97448878,314,44,48400,3127587,3054100001,BK41,1
20866,DON CEVICHE,wealthier,10002,Peruvian,11/1/19,02B,Y,1,11/1/19,40.71814005,-73.98840207,103,1,1800,1000000,1003527501,MN27,1
20867,HEROS & VILLAINS,wealthier,10002,Sandwiches,8/13/19,10I,N,1,8/13/19,40.71814005,-73.98840207,103,1,1800,1000000,1003527501,MN27,1
20868,VARIETY COFFEE ROASTERS,less wealthy,11222,Café/Coffee/Tea,8/30/19,08A,N,1,8/30/19,40.72307867,-73.94428609,301,33,59100,3067073,3026860045,BK76,1
20869,WETZLE'S PRETZELS,wealthier,10301,Bagels/Pretzels,8/26/19,02B,Y,1,8/26/19,40.64411317,-74.07658364,501,49,300,5000000,5000020015,SI22,1
20870,VAN DA,wealthier,10009,Vietnamese/Cambodian/Malaysia,10/22/19,06C,Y,1,10/22/19,40.72338735,-73.98281278,103,2,3200,1004992,1003990026,MN22,1
20871,LITTLE ADA,less wealthy,11201,Mediterranean,9/6/19,02H,Y,1,9/6/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20872,FISH CHEEKS,less wealthy,11201,Thai,10/3/19,10F,N,1,10/3/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20873,LOCO COCO,less wealthy,11201,"Juice, Smoothies, Fruit Salads",8/3/19,06C,Y,1,8/3/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20874,ICE & VICE,less wealthy,11201,"Ice Cream, Gelato, Yogurt, Ices",10/4/19,10I,N,1,10/4/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20875,FELICE,less wealthy,11201,Italian,10/3/19,10F,N,1,10/3/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20876,BREADS BAKERY,less wealthy,11201,Bakery,9/23/19,10F,N,1,9/23/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20877,BESSOU,less wealthy,11201,Japanese,10/3/19,10F,N,1,10/3/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20878,ALTA CALIDAD,less wealthy,11201,Mexican,10/1/19,10E,N,1,10/1/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20879,JULIANA'S PIZZA,less wealthy,11201,Pizza,10/3/19,10F,N,1,10/3/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20880,NUR,less wealthy,11201,Mediterranean,10/3/19,09B,N,1,10/3/19,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,1
20881,YIP SZECHUAN RESTAURANT,less wealthy,11385,Chinese,9/19/19,06C,Y,1,9/19/19,40.70123974,-73.88923273,405,30,57700,4089299,4036770034,QN19,1
20882,THE GREEN BOTTLE,less wealthy,11231,American,10/11/19,04C,Y,1,10/11/19,40.68334786,-74.00349739,306,39,5100,3004689,3003480005,BK33,1
20883,DUNKIN' & BASKIN ROBBINS,less wealthy,11229,Café/Coffee/Tea,6/10/19,10F,N,1,6/10/19,40.59897006,-73.95519659,315,48,58000,3198174,3073210040,BK44,1
20884,PRESTO PIZZA,wealthier,10310,Pizza/Italian,6/6/19,02G,Y,1,6/6/19,40.63473929,-74.11069609999998,501,49,10500,5004174,5001520065,SI35,1
20885,KUNG FU TEA,less wealthy,11209,"Juice, Smoothies, Fruit Salads",5/22/19,08A,N,1,5/22/19,40.62127443,-74.02638243,310,43,16000,3153774,3060510011,BK31,1
20886,BEST 1 KITCHEN,less wealthy,11219,Chinese/Japanese,9/25/19,02B,Y,1,9/25/19,40.63298108,-74.00569246,312,38,21400,3141191,3057150062,BK88,1
20887,YI FANG TAIWAN FRUIT TEA,less wealthy,11101,Café/Coffee/Tea,9/11/19,06E,Y,1,9/11/19,40.74776933,-73.94747742,402,26,700,4000455,4000520050,QN31,1
20888,HAPPY GARDEN,less wealthy,10456,Chinese,12/6/19,08A,N,1,12/6/19,40.83018837,-73.91861217,204,16,18302,2002723,2024550059,BX14,1
20889,VEE'S RESTAURANT,less wealthy,11225,Caribbean,10/25/19,08A,N,1,10/25/19,40.66746429,-73.95073466,309,35,32100,3033541,3012820049,BK63,1
20890,CHINA GOURMET,wealthier,10019,Chinese,6/5/19,04H,Y,1,6/5/19,40.76378233,-73.98502603,104,3,13300,1025257,1010437501,MN15,1
20891,GYRO KING,less wealthy,11209,Middle Eastern,9/30/19,10D,N,1,9/30/19,40.632009000000004,-74.02757561,310,43,6600,3336327,3059280041,BK31,1
20892,MADRE,less wealthy,11222,American,1/16/20,06C,Y,1,1/16/20,40.73296021,-73.95809018,301,33,56300,3064136,3025220003,BK76,1
20893,THE VILLAGE DEN,wealthier,10011,American,10/15/19,08A,N,1,10/15/19,40.73756259,-74.00147948,102,3,7700,1011081,1006170021,MN23,1
20894,NEW WORLD AMERICAN KITCHEN,less wealthy,11420,Chinese,6/26/19,06C,Y,1,6/26/19,40.6825495,-73.81415737,410,28,17000,4249804,4116080041,QN55,1
20895,OLMSTED,less wealthy,11238,American,11/8/19,06D,Y,1,11/8/19,40.67721464,-73.96900951,308,35,20500,3028860,3011590106,BK64,1
20896,WENDY'S #2549,less wealthy,11214,Hamburgers,9/10/19,10B,N,1,9/10/19,40.59564666,-74.00017284,311,43,29400,3170080,3064910050,BK28,1
20897,ZERZA MEDITERRANO,wealthier,10002,Mediterranean,8/14/19,10F,N,1,8/14/19,40.71814005,-73.98840207,103,1,1800,1000000,1003527501,MN27,1
20898,EL SAJOMITA RESTAURANT,less wealthy,11226,Spanish,5/29/19,02H,Y,1,5/29/19,40.64981057,-73.95238744,317,40,79400,3117248,3051040103,BK95,1
20899,WELCOME CHILI,less wealthy,11218,Chinese,11/21/19,10F,N,1,11/21/19,40.64355368,-73.98992129999999,312,39,11000,3122913,3052880045,BK34,1
20900,LOMA 3 RESTAURANT AND COFFEE SHOP,less wealthy,11207,Spanish,6/14/19,08A,N,1,6/14/19,40.66635265,-73.88273405,305,42,112000,3097010,3043120008,BK82,1
20901,STEVE BREAKFAST AND COFFEE,less wealthy,11354,American,6/11/19,10F,N,1,6/11/19,40.76463474,-73.81084091,407,20,117100,4119238,4052680028,QN51,1
20902,DONS BOGAM GREEN,wealthier,10018,Korean,10/10/19,02B,Y,1,10/10/19,40.74985527,-73.98392476,105,4,8400,1080727,1008380038,MN17,1
20903,NOM WAH,wealthier,10012,Chinese,12/6/19,02B,Y,1,12/6/19,40.72044062,-73.99445517,102,1,4100,1007147,1004780032,MN24,1
20904,BLUE CORN RESTAURANT,wealthier,10032,Mexican,7/8/19,10B,N,0,7/8/19,40.83310641,-73.94183746,112,7,23900,1062512,1021080056,MN36,0
20905,RAMS JUICES HOUSE,less wealthy,10458,"Juice, Smoothies, Fruit Salads",8/26/19,10B,N,1,8/26/19,40.85830391,-73.88472965,206,15,39700,2016260,2032730256,BX06,1
20906,CHIN GU NAE,less wealthy,11354,Korean,6/12/19,06C,Y,1,6/12/19,40.76330792,-73.8152199,407,20,116700,4114043,4050310114,QN51,1
20907,SWEETS FOR THE SWEETIES,less wealthy,11206,"Ice Cream, Gelato, Yogurt, Ices",9/25/19,02G,Y,1,9/25/19,40.69374773,-73.94363274,303,36,26100,3049381,3017720042,BK75,1
20908,TACO BELL,wealthier,10040,Mexican,5/30/19,10F,N,1,5/30/19,40.86400319,-73.92627863,112,10,29100,1064818,1022240053,MN01,1
20909,LOT'S O BAGELS,less wealthy,11106,Donuts,5/7/19,06D,Y,1,5/7/19,40.76228279,-73.92603428,401,22,6100,4007570,4005890106,QN70,1
20910,NEW CHINA ONE,less wealthy,11215,Chinese,8/19/19,09C,N,1,8/19/19,40.66171612,-73.99301831,307,38,14500,3017374,3008910008,BK32,1
20911,PINKBERRY,wealthier,10025,"Ice Cream, Gelato, Yogurt, Ices",12/11/19,10B,N,1,12/11/19,40.80521029,-73.96594796,109,7,19900,1057330,1018940052,MN09,1
20912,PINKBERRY,wealthier,10019,"Ice Cream, Gelato, Yogurt, Ices",7/8/19,10H,N,1,7/8/19,40.7678169,-73.98340777,104,3,13900,1082494,1010480020,MN15,1
20913,PINKBERRY,wealthier,10023,"Ice Cream, Gelato, Yogurt, Ices",5/1/19,08A,N,1,5/1/19,40.77749476,-73.98246658,107,6,15900,1030373,1011620029,MN14,1
20914,PINKBERRY,wealthier,10025,"Ice Cream, Gelato, Yogurt, Ices",5/23/19,10F,N,1,5/23/19,40.79299254,-73.97297503,107,6,17900,1033647,1012410023,MN12,1
20915,HALF MOON,less wealthy,11224,Hotdogs/Pretzels,7/15/19,10F,N,1,7/15/19,40.57542644,-73.97800579,313,47,35200,3245158,3086960212,BK21,1
20916,PARIS OVEN,less wealthy,11103,Bakery,8/26/19,02G,Y,0,8/26/19,40.76419423,-73.91567159,401,22,15500,4436905,4006600045,QN70,0
20917,STARBUCKS,wealthier,10301,Café/Coffee/Tea,6/4/19,10B,N,1,6/4/19,40.64411317,-74.07658364,501,49,300,5000000,5000020015,SI22,1
20918,PINKBERRY,wealthier,10022,"Ice Cream, Gelato, Yogurt, Ices",9/24/19,10B,N,1,9/24/19,40.75778658,-73.96640906,106,4,10800,1038575,1013280021,MN19,1
20919,IMPERIAL CAFE 2,less wealthy,10458,Delicatessen,1/8/20,10F,N,1,1/8/20,40.85544649,-73.88734821,206,15,38900,2097284,2030770001,BX06,1
20920,PINKBERRY,wealthier,10001,"Ice Cream, Gelato, Yogurt, Ices",7/9/19,10F,N,1,7/9/19,40.74737428,-73.98601139,105,4,7600,1083631,1008340049,MN17,1
20921,PINKBERRY,wealthier,10036,"Ice Cream, Gelato, Yogurt, Ices",1/9/20,10B,N,1,1/9/20,40.75888914,-73.99227894,104,3,12100,1024956,1010330162,MN15,1
20922,HUNGRY GHOST COFFEE,wealthier,10007,Café/Coffee/Tea,9/12/19,10F,N,1,9/12/19,40.71514309,-74.00775205,101,1,2100,1001631,1001490014,MN24,1
20923,HAMILTON'S,wealthier,10031,Café/Coffee/Tea,4/24/19,10E,N,1,4/24/19,40.82743126,-73.94970157,109,7,23300,1061968,1020780061,MN04,1
20924,MINGLES EXPRESS GRILL,less wealthy,10475,Caribbean,7/9/19,06D,Y,1,7/9/19,40.88449047,-73.83264248,212,12,46202,2072483,2052630059,BX13,1
20925,JERSEY MIKES,wealthier,10314,Sandwiches,9/9/19,10J,N,1,9/9/19,40.57854998,-74.16959385,502,51,27702,5108454,5024400002,SI24,1
20926,FULTON HOT DOG KING,less wealthy,11201,American,10/1/19,09C,N,1,10/1/19,40.69076888,-73.98561583,302,33,1100,3000401,3001520003,BK38,1
20927,THE RYERSON,less wealthy,11216,American,12/21/19,08A,N,1,12/21/19,40.67470472,-73.95005514,308,36,31701,3030987,3012260143,BK61,1
20928,BOURKE STREET BAKERY,wealthier,10016,Café/Coffee/Tea,9/30/19,04N,Y,1,9/30/19,40.74425077,-73.98626467,105,4,7400,1080773,1008580017,MN17,1
20929,JD'S SALOON,less wealthy,11361,"Bottled beverages, including water, sodas, juices, etc.",8/22/19,04N,Y,1,8/22/19,40.76750553,-73.7799155,411,19,109700,4135652,4060970028,QN46,1
20930,STUDIO 59,wealthier,10022,American,9/3/19,10B,N,1,9/3/19,40.76188723,-73.96634923,108,4,11402,1041904,1013940023,MN40,1
20931,AINSLIE,less wealthy,11211,Italian,10/23/19,10F,N,1,10/23/19,40.71255318,-73.95189877,301,34,51300,3062550,3023750010,BK73,1
20932,FREVO,wealthier,10011,French,5/30/19,06A,Y,1,5/30/19,40.73317097,-73.99854948,102,1,6300,1077822,1005530017,MN23,1
20933,PEPPAS,less wealthy,11236,Caribbean,12/6/19,06A,Y,1,12/6/19,40.63565459,-73.91306036,318,46,95400,3224281,3080010004,BK50,1
20934,BRONXWOOD PIZZA,less wealthy,10466,Pizza,9/25/19,04L,Y,1,9/25/19,40.885783200000006,-73.85482695,212,12,40600,2063874,2048490082,BX44,1
20935,CHEN KING WOK,less wealthy,11435,Other,12/6/19,04L,Y,1,12/6/19,40.70178682,-73.8086468,412,24,21200,4213896,4099870013,QN61,1
20936,CASABLANCA RESTAURANT,wealthier,10301,Spanish,6/11/19,10B,N,1,6/11/19,40.64121471,-74.09488131,501,49,8100,5001563,5000650001,SI22,1
20937,PROVA PIZZABAR,wealthier,10018,Pizza/Italian,6/3/19,10F,N,1,6/3/19,40.75245795,-73.98954383,105,3,10900,1015235,1008127501,MN17,1
20938,GOLDEN FOREST,wealthier,10002,Chinese,11/18/19,10F,N,1,11/18/19,40.71675953,-73.98935826,103,1,1600,1004033,1003100019,MN27,1
20939,Rosita's Sun Days Restaurant,less wealthy,11237,Mexican,8/20/19,09C,N,1,8/20/19,40.700681200000005,-73.91314835,304,37,44100,3076200,3033290008,BK77,1
20940,SUGAR MISS,less wealthy,11220,Café/Coffee/Tea,8/27/19,06D,Y,1,8/27/19,40.64063616,-74.00777218,307,38,10600,3014408,3008180007,BK34,1
20941,CUISINE BY CLAUDETTE,less wealthy,11692,Middle Eastern,12/17/19,06E,Y,1,12/17/19,40.58961617,-73.79779717,414,31,95400,4000000,4159390103,QN12,1
20942,YI FANG TAIWAN FRUIT TEA,less wealthy,11220,"Juice, Smoothies, Fruit Salads",8/26/19,02B,Y,1,8/26/19,40.63704863,-74.00909048,307,38,10400,3016207,3008580037,BK34,1
20943,TOP HOPS BEER SHOP,wealthier,10002,Hotdogs/Pretzels,8/14/19,10B,N,1,8/14/19,40.71814005,-73.98840207,103,1,1800,1000000,1003527501,MN27,1
20944,HD HALAL DINER,less wealthy,11432,Other,9/30/19,04A,Y,1,9/30/19,40.71300139,-73.80665579,408,24,45000,4209328,4097820015,QN35,1
20945,CLAUDIO'S PIZZA & PASTA,wealthier,10036,Pizza/Italian,9/19/19,02B,Y,1,9/19/19,40.76043458,-73.99487055,104,3,12100,1070032,1010530002,MN15,1
20946,ANTIQUE CAFE,wealthier,10155,Delicatessen,6/7/19,10J,N,1,6/7/19,40.76139095,-73.96818326,106,4,11203,1036915,1013120041,MN19,1
20947,SHAHS HALAL FOOD,less wealthy,11419,Middle Eastern,5/6/19,10E,N,1,5/6/19,40.68692403,-73.82240592,410,28,15802,4203768,4095580030,QN55,1
20948,BABAGHANOJ SPOT,less wealthy,11215,Middle Eastern,11/19/19,06E,Y,1,11/19/19,40.67014454,-73.98479479,306,39,13700,3021631,3009940001,BK37,1
20949,JOE'S LITTLE ITALY PIZZA,less wealthy,10458,Pizza/Italian,10/9/19,04N,Y,1,10/9/19,40.85401044,-73.88402499,206,15,39100,2012870,2031030031,BX06,1
20950,MARRIZZANG OF NY,less wealthy,11358,Korean,12/3/19,10F,N,1,12/3/19,40.75964438,-73.80407249,407,20,118500,4537254,4053930005,QN52,1
20951,LA ROSA CHCKEN & GRILL,wealthier,10306,Chicken,10/3/19,10J,N,1,10/3/19,40.56479767,-74.12806795,503,50,13204,5062774,5046550045,SI25,1
20952,NANA THAI STREET,wealthier,10010,Thai,6/21/19,10B,N,1,6/21/19,40.73959869,-73.98894683,105,2,5600,1016249,1008500024,MN13,1
20953,HALO BISTRO CAFE,wealthier,10040,Bakery,12/11/19,06A,Y,1,12/11/19,40.85465083,-73.93352964,112,10,27900,1064038,1021700003,MN35,1
20954,ORE BAR,less wealthy,11211,American,10/23/19,06C,Y,1,10/23/19,40.71196769,-73.94397438,301,34,49500,3069419,3027820026,BK90,1
20955,PHAYUL RESTAURANT,less wealthy,11372,Asian,8/5/19,06A,Y,0,8/5/19,40.74755444,-73.89155905,403,25,28900,4029817,4012850007,QN28,0
20956,LYN-GENET'S KITCHEN,wealthier,10031,American,10/18/19,10J,N,1,10/18/19,40.82426757,-73.9520345,109,7,22500,1062331,1020880098,MN04,1
20957,Haven Cafe,wealthier,10013,Café/Coffee/Tea,11/15/19,04A,Y,1,11/15/19,40.71879933,-73.99659093,102,1,4100,1003091,1002370017,MN24,1
20958,CAFE PARIS,less wealthy,11204,Jewish/Kosher,8/13/19,02G,Y,1,8/13/19,40.63365789,-73.98279274,312,44,23200,3128325,3054310046,BK88,1
20959,TABLE 133 @ COURTYARD WORLD TRADE CENTER,wealthier,10006,American,8/23/19,08A,N,0,8/23/19,40.70946095,-74.01293100000001,101,1,1300,1089248,1000520008,MN25,0
20960,NEW DRAGON STAR,less wealthy,10466,Chinese,11/18/19,10F,N,1,11/18/19,40.89390217,-73.85708064,212,11,43400,2068169,2049970062,BX62,1
20961,TOMMY THAI,less wealthy,11373,Thai,11/20/19,10F,N,1,11/20/19,40.73566457,-73.88094091,404,25,47900,4065261,4028750024,QN50,1
20962,COAST AND VALLEY,less wealthy,11222,Californian,1/16/20,08C,N,1,1/16/20,40.72290028,-73.95030028,301,33,56900,3426091,3026797503,BK76,1
20963,I LOVE PHO II,less wealthy,11373,Vietnamese/Cambodian/Malaysia,6/12/19,06D,Y,1,6/12/19,40.74161711,-73.88276707,404,25,48500,4038415,4015360201,QN50,1
20964,XINJIANG HOUSE,less wealthy,11373,Chinese,7/1/19,06C,Y,1,7/1/19,40.74161711,-73.88276707,404,25,48500,4038415,4015360201,QN50,1
20965,FLATS FIX,wealthier,10003,Tex-Mex,1/15/20,10B,N,1,1/15/20,40.73703258,-73.99198559,105,2,5200,1016075,1008430029,MN13,1
20966,FOUR SEASONS CUISINE,less wealthy,11373,Chinese,7/1/19,10I,N,1,7/1/19,40.74161711,-73.88276707,404,25,48500,4038415,4015360201,QN50,1
20967,VICNAT DINER,less wealthy,10452,Spanish,8/28/19,10B,N,1,8/28/19,40.83150248,-73.93017051,204,8,18900,2003179,2025110027,BX26,1
20968,MOTIN SWEETS & MASALA,less wealthy,11432,Bangladeshi,9/6/19,06C,Y,1,9/6/19,40.70730187,-73.80423775,408,24,23600,4207478,4097060052,QN35,1
20969,OLLIE’S ICE CREAM + STUFF,less wealthy,11237,"Ice Cream, Gelato, Yogurt, Ices",7/10/19,06E,Y,1,7/10/19,40.70237719,-73.92031243,304,37,42900,3073882,3032470034,BK77,1
20970,Stewart's All American Grill,wealthier,10309,American,8/19/19,04A,Y,1,8/19/19,40.55207967,-74.21207451,503,51,20801,5110507,5070540518,SI32,1
20971,AUNTIE ANNE'S PRETZELS/CARVEL,wealthier,10001,Hotdogs/Pretzels,9/6/19,10I,N,1,9/6/19,40.75050916,-73.98947917,105,3,10900,1015219,1008100001,MN17,1
